index,S. No.,text,task_1
3525,3526,"এই Das সকলক দূৰ অবস্থা দেখিলে মোৰ বোৰ বেয়া লাগে ! """" আহা রে সোনা গো আমার, কিজে কষ্ট """"!",HOF
3526,3527,পাগলামি বোৰ নিজৰ মাজত থব লাগে।,HOF
3527,3528,"সুন্দৰ কথা , চিন্তা চৰ্চা সুন্দৰ !!",NOT
3529,3530,তেওঁ এই ধৰণৰ নিউজ পৰিবেশন কৰি থাকিলে তেওঁক আশা কৰো চৰকাৰে অনতিপলমে ভাৰত ৰত্ন প্ৰদান কৰিব ।,NOT
3530,3531,মই নিজেওঁ নাকামাৰো মোক কামুৰিলেও খং উঠে বহুত,NOT
3531,3532,ভাল লাগিল দাদা,NOT
3532,3533,বকাচুদাৰ পু কেলা নতিৰ পুতাক,HOF
3533,3534,নিচ্চিত ভাবে কব পাৰি এইজন মুছলিম নহয় মুছলিম হলে নামটো আগতে কৈ দিলেহেতেন,HOF
3534,3535,ফাল্টু লোৰা টুমি..। টুমাৰ লেভেল হোইচে ভিডিঅ' দেখি বুজি পালু তুমি কেনেকুৱা লোৰা।,HOF
3535,3536,অকাদ যদি দেখুৱাব বিচাৰিছে সন্মান পদময্যদাত দেখাওঁক,HOF
3536,3537,অসমত মীয়া নহলে ৰেপ কোনে কৰিব,HOF
3537,3538,এই কণমানি জনীক অভিভাবকে ভাল মতে যত্ন লওক তাইৰ প্ৰতিভা আছে,HOF
3539,3540,এইবিলাক দেখি দেখি মাথা বিলাক বেয়া হৈছে,HOF
3540,3541,যিয়ে নকৰক তহতৰ কি অসুবিধা হৈছে বাৰু,NOT
3541,3542,অসম চৰকাৰলৈ প্ৰশ্ন:-১/ H.S. আৰু H.S.L.C পৰীক্ষা অনুষ্ঠিত কৰা বিষয়টো ইমান দিনে বাদ পৰিছে কিয়?,NOT
3542,3543,নুনু ওলাইচে নেকি চাইচোহে মই Comment কৰিব এঅহা নাই৷,HOF
3544,3545,কিয়নো অভিনেত্ৰী এই ধেমালী কৰিব নেপাই নেকি,NOT
3546,3547,মামাই দুই ফালৰ পৰা মাৰি .... ৰাজনীতি কৰি আছে.... এইয়াই অসমৰ ৰাজনীতি....,HOF
3547,3548,দুই মিনিট মান এটা কথাই কৈ আছে। আচল কথা তো কোৱা তে ইমান টাইম লাগে,NOT
3549,3550,এও লোকে কোৱালৈ চাই তেওলোকৰ ভূল নাই ।,NOT
3551,3552,বাংলাদেশত মেচিনৰ দৰে পোৱালি জন্ম দি জনসংখ্যা বিস্ফোৰণ কৰি কাম বন নাপাই এতিয়া,HOF
3552,3553,"এতিয়া আমি মহাবীৰ লাচিত বৰফুকনে কৰা পন্থা লব লাগিব, নৰিয়া গাৰে যেনেকৈ বিদেশীক খেদি পঠিয়াইছিল তেনেকৈ এতিয়াও বিদেশীক খেদিব পাৰিব লাগিব।",HOF
3555,3556,তেনেকুৱা মানুহক সচাকৈ বাল ভুতজলকীয়া লগাই দিব লাগে,HOF
3556,3557,এইজনীক সংবাদ মাধ্যমে বেছি গুৰুত্ব দিছে।,NOT
3558,3559,দুই জনৰ মাজত এয়া কিজানি এক ভাল বূজা বুজি । মানুহ একেখিনি থাকি দল আপৰ হোৱাৰ । গগৈ ছাৰক আতৰাই দি‌য়াৰ দৰেই।,HOF
3559,3560,এই জহনী মৰা বোৰে অসমৰ বহিৰত যেতিয়া কোনোবাই সুধে ঘৰ ক'ত বুলি নামনিত বুলি কয় চাগে,HOF
3560,3561,আৰু কিবা কিবি লিখিব মন আছিলে কিন্তু হাৰামী বন্ধু বোৰে পাই কমেন্ট বোৰ,NOT
3561,3562,নিউজ পঢ়ি গুটি দুটা খজুৱাই আছে ধুই,HOF
3566,3567,এই মালটো কৰ পৰা তপকী গল ধৰিবই নোৱাৰিলোঁ,NOT
3567,3568,"ভগৱানে নকৰক,,,, ",NOT
3568,3569,সোণোৱাল প্ৰাক্তন মূখ্যমন্ত্ৰী হিচাপে সহজে জয় হব পৰা সমষ্টি এটা  বাচি লোৱা ভাল।,NOT
3569,3570,সুন্দৰ বাতৰি প্ৰকাশ কৰাৰ বাবে ধন্যবাদ জনাইছোঁ,NOT
3570,3571,ভিডিও টো চাই বহুত সময় ভাবিলো,NOT
3571,3572,ৰুবোলৰ কথা খিনী জূকতী আছে,HOF
3572,3573,ভাই মজা হাহি পাগল হলো বে,NOT
3573,3574,মইয়ো একমত আপোনাৰ লগত,NOT
3574,3575,হিটলাৰ ৰাজ চলি আছে,HOF
3575,3576,ছোৱালী জনী চেনেলৰ ঘৈণীয়েক কিজানি তাইৰ কথা কলে ভাল লাগিল হৈ,HOF
3576,3577,অৰবিন্দ কেজৰিবাল ধন্যবাদ জনালোঁ নিশ্চয় আপোনাৰ আগ মনে অসম বাসীক  উৎসাহিত কৰিব,NOT
3577,3578,কমেন্ত কৰোতে সাৱধান দেই ৰাইজ ।,NOT
3578,3579,আমাৰ ভাষাত গেদা কোনো জাতি ধৰ্মক কোৱা নহয় ।,NOT
3579,3580,অসমীয়াত পঢ়ি ডাক্তৰ ইঞ্জিনীয়াৰ হ'ব নোৱাৰি বুলি লোৱা ধাৰণাটো এটা ভ্ৰান্ত ধাৰণা বুলি ভাবো।,NOT
3580,3581,এইচব পাগল কুকুৰে কামোৰা অনুৰাগীৰ কাৰনেই টো ইহঁত বহুত অহংকাৰী হয়,HOF
3581,3582,AC ৰুমত বহি আপোনালোকে তৰ্কাতৰ্কি কৰি থাকিব আৰু বিদ্যুতৰ বিল বঢ়াই সাধাৰণ জনতাৰ মূৰত ৰামটাঙোন মাৰিব। নাপায় নহয় এনেকুৱা কৰিব।,HOF
3582,3583,ৰেন্দীৰ দল হয়,HOF
3583,3584,এইজনীক কৰবাত আদিমযুগৰ মানুহৰ লগত থৈ আহিব লাগে...,HOF
3584,3585,এইৰ জীৱনৰ সংগ্ৰাম হৈছে উলংগ হব বিচৰা।,HOF
3585,3586,বাংলাদেশত তৰ কোন বাপে মাটি দিব।,HOF
3586,3587,সৰ্ব্বজ্ঞজনলৈ প্ৰণাম।এতিয়া অসম ত এজনেই ব্যক্তি এজনৰে ৰেকৰ্ডপ্লেয়াৰ।গণতন্ত্ৰৰ নামত ভোট লৈ জনগণক ভৎসনা। এতিয়া মূখ্যমন্ত্ৰী বেদ।তেখেতৰ বাণীয়েই দৈব্যবাণী। শেষত ফল ভূগীব জনতাই।,NOT
3588,3589,আমাৰ অসমীয়া মাজোতে বহুতসংগঠন আছে,NOT
3589,3590,"দুৰ্নীতি নোহোৱাকৈ ড্ৰাইভাৰ পদৰ পাৰ্থি গৰাকীয়ে কিদৰে মেনেজাৰ বা অন্যান্য 15 টা উচ্চ বিষয়া লাভ কৰিব পাৰে ?  তেওঁৰ লিখিত পৰীক্ষাৰ উতৰ বহিখন উলিয়াই দিয়ক কিমান দম আছে দেখিম ,।",HOF
3590,3591,বঙালী পলাই অসমত আহিব লগীয়া ।মিঞাৰ নোম এদালো লৰাব নোৱাবিলি ।,HOF
3591,3592,কাৰণটো কি অলপ বহলাই ক'ব নে না কানতলীয়া খাবলৈ মন গ'ল,HOF
3592,3593,"নিজৰ যে কি অৱস্থা হ'ব সেইটো এবাৰ ভাবি চাব লাগে,,,",HOF
3593,3594,গতিকে এইবিলাক শ্বেয়াৰ কৰি একো লাভ নাই।,NOT
3595,3596,ভাৰতত এইটো নহবলৈ মাদ্ৰাছাবোৰ ভাঙি দিয়াটো খুবেই প্ৰয়োজন !,HOF
3596,3597,এইজনীয়ে আৰু কি নিপন্ধে ।,HOF
3598,3599,আমাৰ মৰমৰ মামা অসমৰ প্ৰভাৱশালী জনপ্ৰিয় আমাৰ সুনাম ধন্য মুখ্যমন্ত্ৰী মাননীয় শ্ৰীযুত ড০ হিমন্ত বিশ্ব শৰ্মা ডাঙৰীয়া মহোদয়ৰ লগতে আমাৰ সন্মানীয় জলসম্পদ মন্ত্ৰী মাননীয় শ্ৰীযুত পিযুষ হাজৰিকা ডাঙৰীয়া মহোদয়ৰ ওচৰত বিনম্ৰভাবে অনুৰোধ কৰিলোঁ।,NOT
3601,3602,"লাজ লগা নাইনা সমুজ্বল দা , আপুনি নিজৰ মান নিজেই কমাই আনিছে নে আপোনাক আজি কালি কোনেও পাত্তা নিদিয়ে।",HOF
3602,3603,একাউণ্টাৰ কৰক যদি হে এই কাৰ্য বন্ধ কৰিব খোজে,HOF
3603,3604,চিদা ফাঁচী দিব লাগে,HOF
3604,3605,চেষ্টা কৰিৱ অলপ ভাল vlog যাতে চাবলৈ  পাও,NOT
3605,3606,ধুমুহা আহে আৰু অলপ সময় থাকি গুচি যায়,HOF
3606,3607,কোচবিহাৰো আমাৰ বেছী লাফা লাফী নকৰিবি দেই,HOF
3607,3608,দেশৰ ভৱিষ্যত আমাৰ ভৱিষ্যত কুকুৰ আলি,HOF
3609,3610,বৰ বেলেগ দিলা কিন্তু দেই 😁,NOT
3610,3611,খেলত-ধুনী। সেইটোও কথা,NOT
3611,3612,বয়স তো 37 ৰ পাছত 47 কৈছিল কাম নাই তহঁতে ভিডিঅ ক্লিপ বোৰ কাটি কাটি ট্ৰল কৰি আছা,HOF
3612,3613,ভাৰত ত এনে অত্যাচাৰ কৰিবলে কোনে অধিকাৰ দিলে,HOF
3613,3614,"অইন জাতিক অপমান কৰিলেই , নিজৰ জাতিৰ অপমান হ'বই । আগতে নিজে নিকাহ হ আনক ধোৱাৰ আগতে ।",HOF
3614,3615,তুমি কোন সমাজত বাস কৰি আছা নজনা নেকি?,NOT
3615,3616,প্ৰদ্যুত বৰদলৈ ডাঙৰীয়াই সময়োপযোগী কথাকে কৈছে ৷ তেখেতক ধন্যবাদ জনালোঁ ৷,NOT
3616,3617,তোমাৰ পকৰত বেঙেনা ভৰাম,HOF
3617,3618,"কমিটি মানুহকেইজন একেৰাতি  ফেমাচ হবলে গৈছিল.,. পিছে দালি নগলিলে",NOT
3618,3619,কেমন মজা লেগেছে মনসা মাযের সাপ নিযে খেলা করিতে ।,NOT
3619,3620,এই বিজেপিৰ দালালটোক কোনোবাই জোতাৰে কোবা ঐ,HOF
3621,3622,প্ৰথমতে ৰাজনৈতিক দল ৰ পৰাই উত্তৰ বিচাৰি হল,HOF
3622,3623,টকাৰ লোভৰ পৰিণতি এয়া,NOT
3623,3624,সেইটো চতঃস্ফুত হলে ভাল লাগে কিন্তু এইদৰে নহয় । হিতাধিকাৰিক দিব পাৰে শিক্ষা খণ্ডত দিব নোৱাৰে কি আচৰিত।,NOT
3625,3626,গতিকে আপুনি আফগানিস্তান লৈ প্ৰস্থান আৰম্ভ কৰা।,NOT
3626,3627,প্ৰাগ নিউজৰ চিৎকাৰতহে আপ,HOF
3627,3628,কলিৱাবৰ জটিল হ'ব।,HOF
3628,3629,"বাই সেই"" সেই সূত্র হৈছে",NOT
3629,3630,আইমী বৰুৱা বাক  মই বহুত ভাল পাওঁ যদিও তেওঁ কা বিৰোধী কথা যিখিনি কথা কলে সেইবোৰ কথা পৰা তেওঁৰ প্ৰতি থকা আন্তৰিকতা নাইকিয়া হল,HOF
3630,3631,জীৱনত একো হব নিবিচাৰো কেৱল মা দেইতা সপোন পূণ কৰিব বিচাৰোও বহুত সপোন আছে পূণ কৰিব,NOT
3632,3633,কাম নাই আৰু দাঙৰেই নাজানে সৰুক কি শিকাব চুৰিদাৰ পিনধী নাম গাইছে,HOF
3633,3634,এইজনৰ কন্যা কালৰ দুখ আছে,NOT
3635,3636,"সকলো থলুৱা এক হৈছে, আপা আৰু কংগ্ৰেছ এক, যত বিজেপি চৰকাৰ আছে আপে একো কৰিব নোৱাৰে",HOF
3637,3638,যদি চিকা বাই কোৱা কথাষাৰ সত্য হয় তেতিয়াহলে অসমৰ ৰাজনীতিত এক অদ্ভুদ পৰিবর্তনৰ দিশে আগবাঢ়ৰিছে কাৰণ এটা সময়ত বিশেষকৈ কংগ্ৰেছ দলটোৱে এটা নির্দিষ্ট ধর্মৰ মানুহক ভোট বেংকৰ স্বার্থত তুষ্টিকৰণ কৰি প্ৰতিটো নির্বাচনত ৰণদংকা বজাইছিল..,NOT
3638,3639,একো কৰিব নোৱাৰে আৰ্মী নমাই দিলে আত্ম সমৰ্পন কৰিব,NOT
3641,3642,বাপেৰে দিলে জেহাদীৰ বাচ্চা.,HOF
3642,3643,মাৰ ক্লা,HOF
3643,3644,"পাগলে কি নকয়,,, ছাগলীয়ে কি নাখায়",HOF
3644,3645,অগপক ৰাম ঠগ দি আছে,NOT
3645,3646,জহৰা কেলা ত‌ই মৰি থাক,HOF
3646,3647,Police কাৰণে এই কথা ক'ব পাৰিলে অইন কোনো ব্যক্তি ৰাস্তাই ঘাটে ধোঁৱা ওৰুৱাই পাৰ হৈ যায় আপুনি পাৰিব নে ক'বলে সেইসকলক।,NOT
3647,3648,এইবিলাক মিছা কথা,NOT
3648,3649,ভাগে ভাগে সংগঠন খুলি খুলি অসম খন কঙ্কাল কৰি দিচ তহঁতে,HOF
3649,3650,"সদায় মুৰ্খৰ দৰে কথা কোৱাত ১ নম্বৰ, দম আছে যদি আপোনালোকেও আমাৰ মিঞা ছোৱালীবোৰক পলাই লৈ যাওক, কোনে বাধা দিছে।।",HOF
3650,3651,তহতক দেখি দেখি ফেচবুকটো খুলিবলৈ মন নাযায়।,HOF
3653,3654,এগৰাকী সাংসদ হৈ নিজে নপঢ়া চিঠি বা চৰকাৰী পত্ৰৰ ওপৰত মতামত দাঙি ধৰাটো সমীচন হৈছে নে ??,HOF
3655,3656,সেইবোৰ লাজ লাগে নে নেলাগে,NOT
3656,3657,এই দিনে অনেক অনেক খুশি ফিরে আসুক,NOT
3658,3659,ছাৰ আপুনি কোৱা কথাবোৰ বৰ্তমান সময়ত যিমান সত্য হলেও বৰ্তমান অসত্য যেন লগা হৈছে,HOF
3659,3660,জানো মই একো ধৰিব পৰা নাইকি সঁচা কি মিছা,NOT
3661,3662," মহাবীৰ লাচিত বৰফুকনে ৰাতিৰ ভিতৰতে দেশৰ বাবে নিজৰ মোমায়েকক কাটি বন্ধা "" মোমাই কথা কেৱল বুৰঞ্জীতহে থাকিল. ",HOF
3662,3663,কাগজৰ বাঘ হৈ লাভ নাই,HOF
3663,3664,চাধা বেপাৰীক চাবই নোৱাৰো ভালকে বজোৱা তাক দয়া RD  ছোৱালীৰ নাভি চেলেকে jsb,HOF
3665,3666,তই গেদাই কৰ পৰা আহিলি। তোৰ মায়ে বাপে ও মিয়া না গেদা।,HOF
3666,3667,এংকৰ জনৰ কথা কোৱা ষ্টাইল  হিজিৰাৰ দৰে।  হিজিৰা হিজিৰা লাগিছে।,HOF
3668,3669,এই পাগলীজনীৰ ফটো মোৰ ফোণত আহিলে মগজু গৰম হৈ যায়,HOF
3669,3670,পঢ়া পাটি নাই. কিবাকে চাকৰি পাইছে মুখ,HOF
3670,3671,লাডেনপন্থী?? বাঁওপন্থী?? কোনোবা এটা হ'ব।,HOF
3671,3672,গাওঁ লৰা বুঢ়া যিমান আছে লগ হৈ পাখণ্ড কেইটাক সানি খুচি মাৰি পেলাব লাগে,HOF
3672,3673,"সত্ৰ(সৎ=সততা,ৰ= ৰক্ষা/সুৰক্ষা দিয়া) মহানগৰীত এনে ব্যক্তিত্ব ওচৰ চাপিবলৈ সাহ পাব নালাগিছিল ।",HOF
3673,3674,চাকৰিৰ পৰা বহিষ্কাৰ কৰিব লাগে অতি সোনকালেই,NOT
3676,3677,মানুহজন‌ৰ মতি-ঘটি সন্দেহজনক কিন্ত,NOT
3677,3678,অসমীয়া জাগিবৰ হল।বঙালী সংগঠনে কৈছে অসমতসিহতৰ এতিয়া বোলে 90 লাখ জনসংখ্যা ।,HOF
3678,3679,ইংৰাজৰ শাসন আৰু BJP ৰ শাসনৰ মাজত কোনো পাৰ্থক্য নাই।,HOF
3679,3680,কিন্তু আমাৰ মুছলমান বিলাকে অলপ বেছি কৰে। হেইবোলি গেদা কব নাপায়।,HOF
3680,3681,আঞ্চলিকতাবাদক জীয়াই ৰাখি নিজৰ সন্মান ৰাখিব বুলি আশা কৰিলোঁ।,NOT
3681,3682,"এনেকুৱা লাগিছে যেন বাতৰি নহয় ,",NOT
3682,3683,জীয়াই থাকিবলৈ এজন সংগীৰ প্ৰয়োজন ।যি ভুক্ত ভুগি তেওঁ হে জানে ।যুগ্ম জীৱনৰ কাৰণে সকলোৱে শুভেচ্ছা জনাব ।,NOT
3684,3685,মানুহে সকলো সলনি কৰিৱ  পাৰে চভাৱ সলনি  কৰিবলৈ সময় লাগিৱ চাগে,NOT
3685,3686,"অতুল বৰা ডাঙৰীয়া এ ভাল জমণি কৰিব পাৰে দেই।সদায় কৈ থাকে নাগৰিকত্ব বিল বিৰোধিতা কৰিম কৰিম।কিন্তু,আজিলৈকে মন্ত্ৰী তত্ব বাদ দি মিত্ৰতা ভংগ কৰাৰ সাহস নেদেখিলোঁ।",HOF
3686,3687,ৰাচতাত হয়তো জাম থকাৰ ফলত সময় মতে আহিব পৰা নাই,NOT
3687,3688,বাইদেউ ৰ অসবিধা হৈ আছে সেই কাৰনে পৱিত্ৰ দাৰ ৰুটি বনাব লগীয়া হৈছিল আমিও তেনেকৈ সোহাই কো ৰো,NOT
3688,3689,উৰফি যাবেদ নিচিনা নহয় যিয়ে খ্ৰীষ্টমাছকো নেৰিলে,HOF
3689,3690,নিয়মীয়াকৈ খেল হৈ নথকা ষ্টেডিয়ামত এনে ঘটনা হৈয়েই থাকিব,NOT
3690,3691,অসমত এনকাউণ্টাৰ চলি আছে নে বন্ধ হল?,HOF
3691,3692,। টকা পইচা ইনকামৰ কাৰনে দৌৰবলৈ প্রয়োজন নহয় ছেক্সী পোশাক।,HOF
3692,3693,এই বোৰ মানব নহয় আচলতে দানব,HOF
3693,3694,আমাৰ অসমৰ গৌৰৱ,NOT
3695,3696,Porn Industry ত কাম কৰিব পাৰিব।,HOF
3696,3697,সকলো ফালে ভাল হ'লে ক'ব ফচালে দেই গা নচুৱাই নচুৱাই ।,HOF
3697,3698,এইজন kela কেতিয়াবা মাৰ খাব,HOF
3698,3699,কি নিউজ কৰিব তাৰ কোনো ঠিকনা নাই।,NOT
3699,3700,"হয় দিয়ক,নাৰীৰ বাবে কিমান যে ফকৰা যোজনা।ঢাকন,এৰাল,যপনা...আদি।",NOT
3701,3702,তোমাৰ যুক্তি সংগত বোৰৰ ওপৰত সেই পলাই ফুৰা ভাৰালৈ আহা পগলা সংগঠনৰ পগলা নেতাই কি জৱাব দিব ভাই ।,HOF
3702,3703,"কিন্ত তাতো ধৰ্মান্ধ কিছুমানে বেয়া পাইছে,",HOF
3703,3704,বিশেষ নিগনি এটাই কুটিলে...,NOT
3704,3705,এই অভদ্ৰ লেডিজনীয়ে মিয়া খলিফা আৰু চানি লিওনিকো অতিক্রম কৰিলে।,HOF
3705,3706,"হয় এইবাৰ আমি বহুত হেৰুৱালো, তাৰ টো শেষ নাই ",NOT
3706,3707,"গেদা মানেই মিঞা, আৰু মিঞা মানেই গেদা 😂",HOF
3707,3708,ছোৱীলী এ কোনাজানে অ মোৰ মৈনা,HOF
3709,3710,এতিয়ালৈকে মই চাৰিবাৰ চালো । কিন্ত সিমানেই ভাল লাগিছে চাই থাকিব মন যাই । কোনেও যাতে বিৰোধিতা নকৰে ।,NOT
3710,3711,"দেৱতা অসুৰ সকলোকে সমদৃষ্টি কেৱল হিন্দু ধৰ্মতহে সম্ভৱ বুজিলে, ",NOT
3711,3712,"এইবোৰ ভিডিঅ’ অকল মোৰ ম’বাইলতে আহেনে,নে আন কাৰোবাৰ ম’বাইলটো আহে ? ",NOT
3712,3713,সিহঁতে চল পাই এতিয়া লগাতকৈ বেছি আগবাঢ়ি গৈছে।,NOT
3713,3714,ভাৰতীয় সমাজত উলঙ্গ নাৰী ভাৰতীয় সমাজৰ কলঙ্ক,NOT
3714,3715,মানে কোনোবাই যদি দুৰ্নীতিৰ বিৰোধী মত মতে সঁচা কথা কৈ তেতিয়া তাক গ্ৰেপ্তাৰ কৰি নিৰ্যাতন কৰা হয়।,HOF
3715,3716,"শিক্ষকৰ ল'ৰা, ছোৱালীক প্ৰাইভেট বিদ্যালয়ত দি তেওঁলোকে চৰকাৰী বিদ্যালয়ত কিয় ভালকৈ পঢ়াব?",HOF
3716,3717,২ মিনিটত কব পৰা কথাখিনি  গৰুয়ে ঘাঁহ পাগুলাদি কিয় ইমান সময় পাগুলি থাকে বাৰু,NOT
3717,3718,ধৰ্ম লগত লাগিব বাট দে ছুদুৰভাই হত ক্লা,HOF
3718,3719,দুয়োগৰাকীৰ মাত দুটা প্রায় একে,NOT
3719,3720,ব্যৱহাৰ ভাল হোৱাতো বিছাৰো,NOT
3720,3721,ভাগিন চুদাসকলৰ পুকৰ জ্বলিছে,HOF
3724,3725,জনসাধাৰণৰ মনোৰঞ্জনৰ কাৰণে সুন্দৰ পদক্ষেপ । বহুৱালি বন্ধ কৰক NewsLive,HOF
3725,3726,কিন্ত আপুনি বেলেগ ধৰ্মৰ বিষয়ে নজনাকৈ যি নিলাজ pointless comment কৰি জিকিবলৈ চাইছে case,NOT
3726,3727,ওলাই আহিব খোজা নিগনি দুটাই কাটিলে নেকি বাৰু....,NOT
3728,3729,প্রতিমা বিৰ্সজন কৰিব যোৱা সময়ত নিজৰ সংষ্কৃতি দি বিদায় দিছে এয়া আনন্দ কথা,NOT
3729,3730,যিমান দম দিব সিমান পইছা দিব। আচাম পুলিচৰ ফর্মুলা,HOF
3730,3731,"মাঁ-লক্ষ্মীৰ শপত,এই মাত্র তাকে হে ভাবিছিলো মই 🙏🤣🤣🤣",NOT
3731,3732,ভুবনে এইবাৰ ত্ৰিভূবন দেখিব,HOF
3732,3733,অসমত কি নাটক চলিছে আজি হুনো এটা সংঘটন কালি আৰু এটা সংঘটন অসম চৰকাৰক মোৰ আহ্বান ছব সংঘটন বাণ্ড কৰি দীৱক এইত কালি আইন কানুনৰ চলিব,HOF
3733,3734,"আইতাই বহুত পঢ়িব জানে দে,, আৰু English2 এওঁৰ বাই হাত কা খেল হে",HOF
3734,3735,কণ্ঠম দুৰ্ঘটনাৰ পৰিনাতি এয়া,HOF
3735,3736,দীপলিনা ইমান ফটুয়া কোঠা কোই বুলি ভ্ভাবা নাচিলু,HOF
3737,3738,যদি অসমৰ সকলো অসমীয়া তেন্তে বিভিন্ন জাতিৰ সংগঠন কিয়?বাহিৰত গৈ আমাৰ অসমীয়াই কিমান সংগঠন খুলিচে?,HOF
3738,3739,অইন কোনো কথা নাই ৰাজনীতি হৈয়েই থাকিব ভোটা ভুটি হৈয়েই থাকিব আমাৰ মাথো বিকাশ লাগে উন্নতি লাগে,HOF
3740,3741,অখিল গগৈয়ে ধেনু নিচিনা এটাৰ লগত তৰ্ক কৰি নিজৰ মৰ্যাদা হানি নকৰে যেন,HOF
3741,3742,একো দাল কৰিব নোৱাৰে,HOF
3742,3743,"ঘপাঘপ দমকল পুতা আৰম্ভ কৰিব,,",HOF
3744,3745,আজিৰ সমাজেই তেনেকুৱা হৈ পৰিছে।।,NOT
3745,3746,"গেদা মিঞা ভুল নাই, গেদা মিঞা নহয় ,",HOF
3746,3747,অসুৰ সদৃশ মানুহে বিষ খাব লাগিব আৰু সততাৰে থকা সকলে অমৃত খাব। ইয়াৰ ওলোটা হ'লেই কিন্তু চাপৰিলে মেঘ আঁতৰি নাযাব।,NOT
3747,3748,ৰিটো ৰিবাৰ নিচিনা হ'বৈ নোৱাৰে.....!!,NOT
3750,3751,"দিল্লীত চাকৰি ১০ লাখ দিছে ,কিন্তু অসমত ১লাখতি কিমান গৰ্ব যত নেটৱৰ্ক কাটি পৰীক্ষা পাতে অসম চৰকাৰে বৰ্তমান দিনত",HOF
3751,3752,যদি আমাৰ ৰাজ্য অসম জাতীয় ভাষা অসমীয়া হব লাগিব।,NOT
3752,3753,দীপক চাৰ আপুনি এইবোৰ নিউজ কৰিলে ভাল নালাগে ।,NOT
3753,3754,আগে আগে মুসলিম সকলক ধংস কৰি আছে আৰু তাৰ পিছত কব মুছলমানে অসম বাছাই আছে।।,HOF
3755,3756,তাৰ মানে তুমি জনপ্ৰিয় হৈছা। বহুতৰে মাজত। সুখী হোৱা।,NOT
3756,3757,জুই জ্বলালে হে ধোঁৱা ওলাই |,NOT
3758,3759,অসমত জয় নহয়। যিমান কমেণ্ট কৰক লাভ নাই। প্ৰকৃত শক্তি কমেণ্টত নহয় ফিল্ডত।,HOF
3759,3760,কিন্তু আমি ভিন্ন জাতি জনগোষ্ঠীৰ মানুহে অসমীয়াৰ কাৰো কাৰ্য বিলাক অনুভৱ কৰি আছোঁ।,HOF
3760,3761,ভাই বাতত পৰি থকা সৰু সৰু লৰা ছোৱালি বোৰকে দেখুওৱা হলে অলপ সুখ পালো হয়,HOF
3761,3762,হাগা গুৰ পকৰি বনাই খুৱাব লাগে চিকেন পকৰি বুলি,HOF
3762,3763,এইক আৰ চাবা ইচ্ছা নহা হৈছি,HOF
3764,3765,"বহুত লাভ লাগে,",NOT
3765,3766,এনেকুৱা বাতৰিৰ পৰা আমাৰ শিকিবলগা কিবা আছেনে ?,NOT
3768,3769,এইবাৰ দেখা যাব প্ৰকৃত অসমীয়াকোন.সময়ত কথা শলনী হয়.জয়াই অসম কোৱা মানুহ কেইজন ওলায়,NOT
3770,3771,সেই বাবেই মই হিন্দু বুলি সিহতক বুকুত ঠাই নিদিও,HOF
3771,3772,তাৰ বাপেকৰ সম্পত্তি দিব নেকি,HOF
3773,3774,বাংলাদেশী চুদুৰভাই,HOF
3774,3775,মাৰ কেলা হিমন্ত নামৰ অসমৰ ভাইৰাছটোক,HOF
3776,3777,ফাটাওঁ কুহুৰি,NOT
3777,3778,অখিল গগৈয়ে ক্ষমা কৰিব দে বোপা চিন্তা নকৰিবি,HOF
3778,3779,"অসম চৰকাৰে যদি ইয়াৰ ওপৰত কোনো ব্যৱস্থা গ্ৰহণ নকৰে,",NOT
3780,3781,আমাৰ হিন্দু ছোৱালী হক বা বোৱাৰী হক পৰিষ্কাৰ হৈ থাকে,NOT
3781,3782,কি হল আজি ইমান খং হিমু ছাৰৰ,HOF
3782,3783,পথাৰত নমাই চোৱা হাল বাব জানেনে নাজানে ৷,NOT
3783,3784,চাওঁতেই নেত আদায় হৈ যায়। ইমান লম্বা কৰাৰ দৰকাৰ কি আছে বাৰু ?,NOT
3784,3785,টই জিন্দা আচো মানে না মোই নাই আৰু বুলি বভি আচিলু,NOT
3785,3786,বান্দোৰী গ্ৰাফাৰ,HOF
3786,3787,এওঁৰ গাত ঊদিনৰ DNA. মানে খিলঞ্জীয়াক নেলাগে। সংখ্যালঘুৰ সহায়ত এওঁ কলিয়াবৰত জিকিব বিচাৰে । দেশখন লৈনো কি কৰিব ?,HOF
3788,3789,কিনো বেয়া হল লৰাই যদি ৰাজ পথত কাজিয়া কৰিব পাৰে।,NOT
3790,3791,ময়ূৰ দাৰ অভিনয় বহুত ভাল লাগে,NOT
3791,3792,কেনে মানসিকতাৰ মানুহ এইবোৰ,NOT
3793,3794,পাগলৰ প্ৰলাপ।এই বিষয়ত এজন শিক্ষক বা শিক্ষয়ত্ৰিৰ মতামতহে গ্ৰহণযোগ্য এনেকুৱা মুধাফুতা ছাত্ৰৰ মতামত গ্ৰহণযোগ্য নহয়।সি যিয়েই নহওঁক।,NOT
3794,3795,ভাৰত মাতা কী জ‌য়,NOT
3795,3796,মই ভাবিচিলু টই মৰিলিয়ে নেকি,NOT
3796,3797,99% গেদাই অসমত চোৰ ধৰ্ষন হত্যা কৰে ..।,HOF
3797,3798,",ৰাইজে প্ৰতিনিধি বাচক যিজনে দিল্লীত মাতিব পাৰে",HOF
